"","user_name","user_location","date","text"
"7001","Jo Smedley","UK",2020-08-18,"So lovely to be able to take 2 of our respiratory patients outside to see the Spitfire fly over our hospital today.… https://t.co/2Q6jDGjh4e"
"7002","Adam Zuberi","UK",2020-08-18,"@DonnaMarie_DML The only things "
"7003","🦋Clare Marie🦋","UK",2020-08-18,"Anyone with me? #COVID19 
(Disclaimer: I’m NOT tired of wearing my mask as that’s VERY important. Just remembering… https://t.co/46Y3Sn32Sv"
"7004","Adam Zuberi","UK",2020-08-18,"@sparedirhamz The only things "
"7005","OutcheaTV®","UK",2020-08-18,"https://t.co/XfbOvL9H7i
Pandemic or Plandemic | Part 2
NATURALLY OCCURRING VIRUS OR MANMADE??🤔🤔
 #covid19… https://t.co/ln52GuHlDe"
"7006","Lee Webster","UK",2020-08-18,"Women in decision-making: literally a life and death equation. "
"7007","Essex County FA","UK",2020-08-18,"An updated ‘Version 2’ of our ‘#Covid19 Club Resource Guide’ can now be viewed and downloaded from our website, pro… https://t.co/LxoKsgSEK1"
"7008","ITIJ","UK",2020-08-18,"Turkish airline @SunExpress_Int is offering "
"7009","Mindset","UK",2020-08-18,"Have a look at our Instagram page to read our top 3 tips how to help mask anxiety! We’ve also got a 20% discount co… https://t.co/fezhlUJrQL"
"7010","William Powell🔶","UK",2020-08-18,"@ITVWales Great community leadership from @WelshLibDems Councillor for #Aberaeron @liz4ceredigion, discussing the c… https://t.co/bwEtNqEFiJ"
"7011","Intelligent Trade UK","UK",2020-08-18,"So far your customer service is awful. You don’t answer calls me to your call centre, you don’t answer the messages… https://t.co/mV0xQdQPZH"
"7012","nano-safetouch","UK",2020-08-18,"We make High Quality Covid killing films they are Tested Certified &amp; Accreted Self Adhesive Films. Nano-SafeTouch C… https://t.co/88VYwL31bR"
"7013","Adam Zuberi","UK",2020-08-18,"@Keir_Starmer The only things "
"7014","Verdict","UK",2020-08-18,"The trends likely to drive technology innovation in the next decade have been identified by @Gartner_inc in its lat… https://t.co/D6UlmTTKaB"
"7015","Action Against Hunger UK","UK",2020-08-18,"Lebanon is already overwhelmed by the "
"7016","HCA Healthcare Careers","UK",2020-08-18,"While #COVID19 has created mental health challenges for nurses and caregivers around the world, HCA Healthcare is w… https://t.co/anvaswuW5X"
"7017","University of Derby","UK",2020-08-18,"A new series of free online talks from @DerbyUni starts on Weds 19 August with leading historians, including… https://t.co/hK1PD6k9Ft"
"7018","MDOQ","UK",2020-08-18,"Online sales were up 21% in March this year compared to 12 months ago! The effect "
"7019","medics.academy","UK",2020-08-18,"Last chance to contribute to this research: 

The survey is closing on 25th August. 

SHARE YOUR VIEWS – COMPLETE T… https://t.co/r7c5pvexGD"
"7020","The Health Foundation","UK",2020-08-18,"'The impact of #COVID19's disruption on #youngpeople cannot be underestimated. We must ensure that this ""lockdown g… https://t.co/fub1IXynvS"
"7021","Dr Kevin Moore","UK",2020-08-18,"so easy to spread... #COVID19 #covid19uk Quarantine has to be enforced, surely... https://t.co/UQGv6rEmfo"
"7022","BeeClever","UK",2020-08-18,"@realDonaldTrump @DonaldJTrumpJr @EricTrump @LaraLeaTrump @IvankaTrump @TeamTrump @POTUS @FLOTUS @foxnewsalert… https://t.co/uji32TLzHu"
"7023","Inspire Works","UK",2020-08-18,"Wow! We’ve had 498 schools access our FREE "
"7024","Andrew Davis","UK",2020-08-18,""
"7025","ImYourNumber1Fan","UK",2020-08-18,"Why the hell are our rights being curtailed so much AGAIN in response to some meat processing plants who clearly we… https://t.co/a5KKp0xeGV"
"7026","Don Desperado 🇲🇽","UK",2020-08-18,"I don’t get why China has spent years collecting facial image data, to then release a virus which encourages people… https://t.co/btdLLd0hgr"
"7027","AsianSundayNewspaper","UK",2020-08-18,"A Yorkshire dentist shares what life has been like for her practice during Covid-19. Read her column here:… https://t.co/TTVT1fYLGH"
"7028","Darren Hocking","UK",2020-08-18,"1) I really don't think that "
"7029","am","UK",2020-08-18,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/cyaiIAz9Gl"
"7030","Sarah","UK",2020-08-18,"#homelessness @Conservatives
@CCHQPress et al #ToryIncompetence
#COVID19
The Guardian: Reports of rough sleeping in… https://t.co/6kYPP1UT6T"
"7031","Raving Ascetic باؤلا ملنگ","UK",2020-08-18,"@socialistsunday Appeasement over principles never works. It isn't about electoral success but the fundamental issu… https://t.co/Yfmj7XRkdu"
"7032","JPUHEmergencyCare","UK",2020-08-18,"Compassionate leadership at its best @JPUHEMERCARE 
Thankyou team you are the best! - #COVID19 https://t.co/Ci2faAr6fD"
"7033","J. M. LeCornu","UK",2020-08-18,""
"7034","ImYourNumber1Fan","UK",2020-08-18,"The damage done to my 78 year-old father’s mental health by the closure of his local pubs (ergo his opportunity to… https://t.co/G9O4vXWmkt"
"7035","DrDominiqueAllwood","UK",2020-08-18,"🙏🏻🙏🏻 thank you to the many Public Health colleagues who have been working so hard during "
"7036","Baz","UK",2020-08-18,"@Telegraph The UK was perfectly adequate to handle a virus! Like we do every time flu comes around! The only differ… https://t.co/lxjn3gkpbM"
"7037","Sharpey_Shuffle","UK",2020-08-18,"@Nigel_Farage No need to stick your neck out Trump has got this in the bag the deep state is making their last stan… https://t.co/lsu7bV1OFY"
"7038","Phil Neilsen","UK",2020-08-18,"@realDonaldTrump AMERICA KNOWS THAT THE EVENTS IN #Chicago, #Portland AND OTHERS HAVE THE BLOODY HANDS OF #Trump BE… https://t.co/Z9NkBIARZy"
"7039","robert0461","UK",2020-08-18,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/YByOpf5HtR"
"7040","Gabriel Bell","UK",2020-08-18,"To everyone who voted to #GetBrexitDone - I hope you are proud of yourself.

#ToryCorruption #ToryLies… https://t.co/NOUiOkxyG1"
"7041","Jane Nolan","UK",2020-08-18,"Remember the good old days of Lock down when people couldn't check in on Facebook 'cause they didn't go out?… https://t.co/CJnXD851GO"
"7042","Lady Sam McLaughlin ™️","UK",2020-08-18,"If I wanted to wear a mask all day I would have become a medical professional. But I chose not to be. So yes I will… https://t.co/568CaznYeR"
"7043","Katie Williams_Journo","UK",2020-08-18,"NEWS: Republic of Ireland have announced today that some restrictions for the over 70s are returning. They can only… https://t.co/810zGUFegs"
"7044","Doris Bees-Fogg","UK",2020-08-18,"Gavin Williamson isn’t incompetent, he just hasn’t a clue what he’s doing. 
He is responsible for ensuring your chi… https://t.co/bRMbq0okP1"
"7045","Michelle Munt","UK",2020-08-18,""
"7046","Ginette Belaatel","UK",2020-08-18,"@RichardJMurphy @Harryslaststand UK has the lowest number of General Practitioner Doctors per Capita in Europe, so… https://t.co/3GETc4cgVD"
"7047","Elspeth Faulkner","UK",2020-08-18,"Was offered a tennis ball launcher like this to shake hands with while exchanging socially distanced pleasantries i… https://t.co/GUAuTC4Ieo"
"7048","Steven Young","UK",2020-08-18,"I’m being trolled by the buggers who cancelled my holiday - cheers @jet2tweets "
"7049","Charles Noakes","UK",2020-08-18,"No country has a fool proof plan in how to deal with the virus, the best way is to let it grow but control the grow… https://t.co/pFfbXGVPmO"
"7050","Richard Taylor","UK",2020-08-18,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/8bWAa90HF7"
"7051","For such a time as this","UK",2020-08-18,""
"7052","Moshville Times","UK",2020-08-18,"Socially Distanced Gigs - The ""Baa-lladium""

Remember that photo going round (we shared it) claiming to be the ""UK'… https://t.co/6I20hITcKM"
"7053","Dr Shikta Das","UK",2020-08-18,"Is there gender difference genetically in SARS-CoV-2? "
"7054","David Smith","UK",2020-08-18,"Great to catch up with a couple of fellow charity Chief Execs this afternoon. Six months into "
"7055","Les","UK",2020-08-18,"I hope Bamboo Rats, Bats, Cats, Dogs, and snakes are not on the party menu! #COVID19 #covid19party"
"7056","Andrew Lawrence","UK",2020-08-18,"6 x more people dying of flu and pneumonia than "
"7057","Blueprintjim","UK",2020-08-18,"It’s amazing how a couple of the office artwork is more meaningful after the last few months of Covid.… https://t.co/QjCs6SXRdx"
"7058","Protecify","UK",2020-08-18,"Comfort and protection. Protecify Facemasks use a unique blend of materials that can protect and feel comfortable t… https://t.co/mkAlDJ0Bi7"
"7059","angie brooks","UK",2020-08-18,"@AlistairHaimes I bet if we asked the British public how many deaths there had been from "
"7060","Zoe Kidd","UK",2020-08-18,"Life of Britain - He is not the Messiah, he's a very naughty boy - has it really only been 250 days since the gener… https://t.co/ddU4fMzkj2"
"7061","Wendy Joy","UK",2020-08-18,"@realDonaldTrump disparages Dr. Fauci but promotes the my pillow guy when it comes to "
"7062","KeakXR","UK",2020-08-18,"@okc_553 This government have been consistently incompetent. Certain MP's in particular. But you're right that anyo… https://t.co/cRWpYAnoF2"
"7063","Health and Sport Committee","UK",2020-08-18,"Last week we launched our call for views on care at home services in Scotland. We’re looking at the impact of… https://t.co/UIiMMnUD7b"
"7064","SAY “NO” TO MASKS","UK",2020-08-18,"@Scottty87 I’ve said it before: you can’t protect everyone, everywhere, from everything, every time and, even if yo… https://t.co/xYnjbZF8zp"
"7065","𝙳𝚊𝚗 𝙲𝚑𝚒𝚜𝚑𝚘𝚕𝚖","UK",2020-08-18,"Sending love from across the pond. I recently lost my Dad to #COVID19, so I know it is real. Wishing Sharon’s famil… https://t.co/GPrHsJzPiW"
"7066","Charley ♉","UK",2020-08-18,"Nothing to be optimistic about here... "
"7067","SkyNews","UK",2020-08-18,"Thousands of people have gathered in an open air water park for a music festival in Wuhan - the original epicentre… https://t.co/TTcNHNabdK"
"7068","SkyNews","UK",2020-08-18,"Ireland's Prime Minister Micheal Martin has announced a significant tightening of the country's key "
"7069","Kaz","UK",2020-08-18,"If this is true we could see the largest class action the world has ever seen against the British government… https://t.co/xhDegvZ2Fh"
"7070","Michelle Petersen","UK",2020-08-18,"STOP GOING ABROAD FOR HOLIDAYS!!!- Spain records over 16,000 infections in three days https://t.co/bDQgTde2mV… https://t.co/20fmOE0bCO"
"7071","Phil Winter","UK",2020-08-18,"""Universities have been very good at adapting to the challenges posed by #COVID19, and maintaining the health and s… https://t.co/Bz5TYAXoZV"
"7072","asc statistical report","UK",2020-08-18,"Care home deaths by local authority with COVID-19 cause of death, registered up to 7 August 2020, England

Data per… https://t.co/hVoc6jtJn7"
"7073","Bill Bowkett","UK",2020-08-18,"I am sure your fellow @UKLabour colleague @DrRosena, who is on the @NHSuk frontline working mercilessly to protect… https://t.co/gRKUmVk2qb"
"7074","Jamie Shrubsole","UK",2020-08-18,"Lockdown rental bill for rough sleeper - me! See link in bio! "
"7075","IsItJustMe","UK",2020-08-18,"@MattHancock Please call it #Covid19, not coronavirus. The common cold, as I understand it, is a coronavirus too, b… https://t.co/VcHwPMEhhT"
"7076","Graham Cross","UK",2020-08-18,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/26PoAvuese"
"7077","Eric Doyle","UK",2020-08-18,"Sales Leaders can make Defensive and Offensive Moves to Respond to the Turbulent Environment (via Passle)… https://t.co/ZO7xFT4sRZ"
"7078","James Fahy","UK",2020-08-18,"""Rebellion is called for, rebelling against nonsense, group think, factual avoidance, mindless slavish kowtowing to… https://t.co/cOgktyTjgq"
"7079","Claromentis","UK",2020-08-18,"Right now, automation is more important than ever! 🖥

Read our blog to find out 3 business processes you can automa… https://t.co/6MhXtmpMuP"
"7080","Liz Leyden","UK",2020-08-18,"@realDonaldTrump @realDonaldTrump is a horrible president. "
"7081","ITSM.tools","UK",2020-08-18,"Once the COVID-19 pandemic is over, my hope is that IT organizations finally realize that #ITSM is not just about I… https://t.co/nC4Uzc2Nnh"
"7082","Michelle Petersen","UK",2020-08-18,"The cases raise concerns over the possibility the virus may reactivate months after the primary infection- Two Chin… https://t.co/X2swqZseEd"
"7083","Ganesh Ranganathan","UK",2020-08-18,"@DHSCgovuk @PHE_uk #Covid19 deaths in England and Wales by Setting (Place of occurrence)

The peak in hospital deat… https://t.co/IoeYD4leNX"
"7084","Ganesh Ranganathan","UK",2020-08-18,"@DHSCgovuk @PHE_uk ONS have released England/Wales Mortality data till the week ending 7th August

Deaths Year to d… https://t.co/3KW3sdzoXG"
"7085","Sanjay Popat","UK",2020-08-18,"Cannot believe @WHO have to state this fact about "
"7086","Unite the union: join a union","UK",2020-08-18,"Our UNITElive blog continues to provide regular updates on "
"7087","Ganesh Ranganathan","UK",2020-08-18,"@DHSCgovuk @PHE_uk Total hospitalisations are at 902. English hospitalisations are at 572

This was 999 a week back… https://t.co/l1Tp5JxgjX"
"7088","Oriel Chambers","UK",2020-08-18,"The Department for Transport has confirmed that barristers returning from non-exempt countries and who, therefore,… https://t.co/pztoFvxlvF"
"7089","Advantex","UK",2020-08-18,"Has the Covid-19 coronavirus pandemic hit the reset button for cybersecurity and give it the much-needed attention… https://t.co/7AAtUrkOls"
"7090","James Fahy","UK",2020-08-18,"Return under house arrest? Non! We're staying in France
#coronavirus #lockdown #COVID19 https://t.co/XPmA8toyJU"
"7091","Isosceles Cambridge","UK",2020-08-18,"Top tips to achieve a fit for purpose finance function during a crisis.

#COVID19 | #Coronavirus | #Finance 

https://t.co/60yvdNNMRN"
"7092","Lawrence Gilder","UK",2020-08-18,"Latest figures of #COVID19 UK: 18th August 2020

- Cases: 320,386 (+1089)
- Deaths (28-day): 41,381 (+12)
- Deaths… https://t.co/OH5b65ibKb"
"7093","Ace Daily News","UK",2020-08-18,""
"7094","John Davis","UK",2020-08-18,"@MattHancock you should resign over your embarrassing handling of the "
"7095","Symon Hill","UK",2020-08-18,"Nearly 20,000 households in England have been made homeless during the pandemic. This is outrageous. Well done to… https://t.co/zD3kZC1rOi"
"7096","Mog Stanley","UK",2020-08-18,"Can't wait for September when all these kids with fake A levels all move across the country like worker bees. "
"7097","Customisably","UK",2020-08-18,"Instead of smacking people in the face, I thought this #design would be more appropriate. I don’t know what it is w… https://t.co/H1p7Z4ZbTG"
"7098","Salford City Council","UK",2020-08-18,"Businesses have until midnight on Fri 28 Aug to apply for a #COVID19 small business support grant or a retail, hosp… https://t.co/Ujf2oVLL9d"
"7099","CSW_UK","UK",2020-08-18,"Protect refugees in #Burma. Today. 

Petition your MP to write a letter to the Foreign Secretary asking him to rais… https://t.co/BoYAcUnLVw"
"7100","David Archer","UK",2020-08-18,"BBC News - Coronavirus: Health Minister Robin Swann says Northern Ireland is in danger of sliding down slope… https://t.co/5tLuZTOnk5"
"7101","Symon Hill","UK",2020-08-18,"Depression has *doubled* in Britain during the pandemic: https://t.co/fRmDsrxEYI. This is appalling. Given the like… https://t.co/edTQoSEUbW"
"7102","👇The Safeguarding Alliance 👇","UK",2020-08-18,"How would your "
"7103","Clean Air Levenshulme","UK",2020-08-18,"Hi @ManCityCouncil will you be issuing any guidance to residents on the use of home "
"7104","Film Pro Productivity & Success","UK",2020-08-18,"An excellent article (30th July) about filmmaking in times of "
"7105","Healthwatch Gateshead","UK",2020-08-18,"Health Matters - This week's show is all about obesity and the impact on COVID-19. The show is on Spice FM on Tuesd… https://t.co/5qINyzam02"
"7106","Peter Livingstone","UK",2020-08-18,"Bankruptcy and restructuring in Germany, Alexander Hug &amp; Timo Klees of @PwC share their insights in the latest InDe… https://t.co/ec4Nz7AcMv"
"7107","Nellie Mae Ed. Fdn.","UK",2020-08-18,"Consistency in lesson-posting, including a short video overview of the work, and organizing assignments by due date… https://t.co/vZ5U2tGcL9"
"7108","kin.ada","UK",2020-08-18,"#GavinWilliamson
#schoolsreopening
#covid19
Current government guidelines state social distancing must be 2mtrs or… https://t.co/VaykhsrYKa"
"7109","just-food.com","UK",2020-08-18,"Freaks of Nature (@FreaksOfNPuds) founder Peter Ahye on trying to grow UK plant-based desserts firm amid challenges… https://t.co/FKiBhc0dmh"
"7110","Michelle Petersen","UK",2020-08-18,"These incidences of food contamination appear to be isolated to imports from South America- China says frozen chick… https://t.co/RhA5Kcu9OF"
"7111","Splunk UK","UK",2020-08-18,"#COVID19 is reshaping the world as we know it. Amid the #pandemic, we’ve seen beacons of hope and progress though.… https://t.co/LxUSH8wWNp"
"7112","Sarbjit Hear","UK",2020-08-18,"Why You Still Need to Take Time Off During "
"7113","SmallWorld-BigCause","UK",2020-08-18,"My 20's have been overshadowed by my "
"7114","disguise","UK",2020-08-18,"Ever wonder what the "
"7115","Baz","UK",2020-08-18,"@SkyNews No shit! This lockdown and muzzling of the public in order to push this propaganda campaign of fear has to… https://t.co/PcfYmVcn4o"
"7116","Aviva Investors","UK",2020-08-18,"We explore how "
"7117","💛🐝💙 Cath B 💙🐝💛 🌹🇬🇧🇪🇺","UK",2020-08-18,"Everyone I know is out at pubs and restaurants, going to theme parks and zoo, going on holiday.

Meanwhile we're st… https://t.co/GIRnXWrYib"
"7118","Datastore 365","UK",2020-08-18,"All businesses are facing new logistical and productivity challenges but unfortunately, cyber criminals are leverag… https://t.co/bbNIOxj0EV"
"7119","Tim White","UK",2020-08-18,"#Greece - yet again marginally up. 250 new detected cases today of #Covid19.
Its 7-day figure (on my scale not the… https://t.co/LasEHxiFqg"
"7120","Sycric LSE","UK",2020-08-18,"While #covid19 killed over 770,000 and infected 21,800,000 people worldwide.

The city where is originated is doing… https://t.co/wNM0FJVeXA"
"7121","Michelle Petersen","UK",2020-08-18,"They warn using Thermo Fisher’s TaqPath genetic test can lead to inaccurate results- FDA warns of accuracy issue wi… https://t.co/qyOA6rOjQi"
"7122","Ace Daily News","UK",2020-08-18,"#CoronavirusNewsDesk – More than 1,000 new cases of #COVID19 have been confirmed in the UK since yesterday https://t.co/DVWDos6t2C"
"7123","Franklin Ehiwobu, MSc Nurs.","UK",2020-08-18,"The older you get, the more your priorities and appreciation changes. #liveline #LiveIssues #COVID19"
"7124","New England MHTTC","UK",2020-08-18,"FRIDAY: ""Social Justice and #COVID19,"" final webinar in our series on ""Sharing Our Wisdom: Lived Experience &amp; COVID… https://t.co/3DaXDViqj0"
"7125","Ace Daily News","UK",2020-08-18,""
"7126","Ollie Super Powers","UK",2020-08-18,"The latest Ollie and His Super Powers ! https://t.co/cxqCUOWV1K Thanks to @monkprayogshala @BelleGirl19… https://t.co/U7H74Cxnio"
"7127","Tim White","UK",2020-08-18,"#Coronavirus 
Figures from #France today on the face of it don't seem too bad, with 2,238 new #COVID19 infections.… https://t.co/MDS7ooyVS8"
"7128","Helen Ashby","UK",2020-08-18,"Cases going up in all my local areas ☹️
https://t.co/rWzoSBVkpL

#COVID19 https://t.co/A1dMwP3pEm"
"7129","Rory Piper","UK",2020-08-18,"Results are now out from an important study led by @Sjp58Price . Patients referred to UK neuro-oncology MDTs fell b… https://t.co/J1HrKpSeUT"
"7130","Jo Levine","UK",2020-08-18,""
"7131","teo","UK",2020-08-18,"just to remind people, who are intent on blaming everyone except the originators of the #ChineseVirus that everythi… https://t.co/8Pm3ZBRa9p"
"7132","Mark Sheppard","UK",2020-08-18,"@Paul12269604 @10DowningStreet @BorisJohnson @michaelgove @MattHancock @DominicRaab @pritipatel It's not the same d… https://t.co/kcSnjmVnvI"
"7133","DrNicW 🥂","UK",2020-08-18,"@DrKate_Miller My heart goes out to you 💔 ... The fucking phonecalls are the worst. No human contact/touch. Goes ag… https://t.co/Kb8RdNp90d"
"7134","Ian56","UK",2020-08-18,"The world's toughest lockdown has resulted in the world's highest per capita COVID-19 death toll… https://t.co/jwJGtZhotY"
"7135","King Harold","UK",2020-08-18,"@afneil @johndmtb Yes, so they can put all their very hastily rushed #Covid19 vaccines where the sun don't shine be… https://t.co/X7VhJYRceD"
"7136","Cranford Community College","UK",2020-08-18,"Together We Are Stronger - Cranford Review 2020 (annual edition / 2019-2020 academic year).  Available to be read o… https://t.co/NTjNpAz7MM"
"7137","📉RUTH FORD BITCOIN 💰MINER","UK",2020-08-18,"START YOUR INVESTMENT NOW WE WIN OR LOSS IT DOES NOT AFFECT YOUR PROFIT WE ARE GENUINE AND PROFESSIONAL ON THIS WE… https://t.co/P5nznjyFjD"
"7138","Dr Pam Spurr","UK",2020-08-18,"No matter how big the distance between you two, you can make it work 💕

Top tips for long distance relationships in… https://t.co/OSfMTel2hZ"
"7139","Green World","UK",2020-08-18,"@mhdksafa Don't think there are many problems with "
"7140","Plant Based News 🏳️‍🌈","UK",2020-08-18,"Employees from the farms also tested positive for "
"7141","Cranford Community College","UK",2020-08-18,"Together We Are Stronger - Cranford Review 2020 (annual edition / 2019-2020 academic year).  Available to be read o… https://t.co/AgzzWW13en"
"7142","Whingeing Welshman 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺","UK",2020-08-18,"@atrupar What did he die from again ? Will we ever know ? "
"7143","SAS Education UK & Ireland","UK",2020-08-18,"In #healthcare &amp; #pharma, tracking short-term demand signals is essential. But how do organizations get started?… https://t.co/WaPuopF9n1"
"7144","Isaac Ramonet","UK",2020-08-18,"how sure are we a mosquito sting from a vector patient w/ COVID19 to a healthy person doesn't produce the illness?… https://t.co/Gj7b1QpPuP"
"7145","HSI United Kingdom","UK",2020-08-18,"A snapshot of the impact of #COVID19 on mink fur farms. To date, over 1.8million mink have been 'cleared' (read: ga… https://t.co/MYiwYz6b5W"
"7146","Business Travel Insider","UK",2020-08-18,"Airlines - @British_Airways @VirginAtlantic @easyJet are pleading with Boris Johnson to introduce airport "
"7147","Mike Lloyd","UK",2020-08-18,"Your community needs you to play your part by self-isolating and getting tested if you have a high temperature, cou… https://t.co/xUBaBSwNvi"
"7148","Patricia Weber","UK",2020-08-18,"@Ryanair where is my money? 3 MONTHS waiting a refund and the only thing that you sent me was a voucher!! I am just… https://t.co/NvNuKZf61o"
"7149","Philippe Botteri","UK",2020-08-18,"Nice examples of @UiPath and automation helping companies manage their operations during "
"7150","Ramakant Dadhichi","UK",2020-08-18,"While UK is undergoing the worst Recession of all times due to a virus from Wuhan. 

#wuhanparty #COVID19 #Corona https://t.co/WcwHbAS6js"
"7151","Belfast Telegraph","UK",2020-08-18,"Coronavirus updates: New restrictions in Republic 

#coronavirus |#COVID19 
https://t.co/VoCrcFOelX https://t.co/Ls0s1WnbZJ"
"7152","Martin Leslie Bell","UK",2020-08-18,"@McKinsey bags £500K+ to tell @DHSCgovuk Test &amp; Trace what it’s purpose is...

...I might suggest, it’s to test &amp; t… https://t.co/ml6PqCwwMu"
"7153","CIDT International","UK",2020-08-18,"See how we're working with @IDS_UK to support @WFP social protection programmes to adapt to the changing "
"7154","CCubed Fundraising","UK",2020-08-18,"Some good news for "
"7155","Marios Gooner","UK",2020-08-18,"Read and weep my little mask licking, lockdown loving, personal space orgasming sheep #COVID19 #CovidVaccine https://t.co/j85rzLiXA0"
"7156","Ulster University","UK",2020-08-18,"The latest Quarterly House Price Index report from @UlsterUni @ProgressiveBSoc and @nihecommunity has pointed to NI… https://t.co/OfCnS9OhFd"
"7157","April Edwards","UK",2020-08-18,"Throwback to 2 years ago when I was so fortunate to be able to support @LeonardCheshire and Neil my superhero that… https://t.co/vLJfvwvTrr"
"7158","Coalition for Urban Transitions","UK",2020-08-18,"A new report shows green economic recovery from #COVID19 can help make Brazil fairer, stronger, safer &amp; cleaner – a… https://t.co/zC3vaTugRR"
"7159","The EPC","UK",2020-08-18,"Check out the latest Government advice on #Business support during #COVID19 👀

💰Funding
💼Employer Responsibilities… https://t.co/ORgI2iav1d"
"7160","Stephen Blackford","UK",2020-08-18,"A pool party? A fucking pool party?

They're just taking the fucking piss now, aren't they?

But keep wearing your… https://t.co/AI9SIMSRmg"
"7161","Ted McGee","UK",2020-08-18,"Cause of death of Robert Trump anyone? Why would you withhold the info on a 71 year olds death unless it can hurt you
#covid19"
"7162","RICHARD GRIMES","UK",2020-08-18,"NO SURPRISE; Flu and pneumonia killing six times more people as Covid-19..
#Health #COVID19 #Flu #NoVaccine… https://t.co/bWqHkP5NRG"
"7163","Frank '99.97% Covid19 survivable'","UK",2020-08-18,"So called 'nationalism' is now weaponised language used by the media to label those who rightfully question… https://t.co/lnv9M1tdIv"
"7164","Jo Levine","UK",2020-08-18,"Couldn’t have said it better! Whether the virus came from bats or pangolins .. or more likely from a lab, #Wuhan sh… https://t.co/CxYo8npcbk"
"7165","Oxford Science Park","UK",2020-08-18,"Very pleased to see occupier @exscientialtd involved in such a great "
"7166","SmellTheFlowers","UK",2020-08-18,"@DVaugha49207961 @LewtonSerena5 @SteveLaws19 @mizibak Not only are they not tested for "
"7167","Tom Swanton","UK",2020-08-18,".@annemscheel on the importance of open science: Transparent reporting is more important than ever in the context o… https://t.co/u8bJiqSvu5"
"7168","Tom Swanton","UK",2020-08-18,".@annemscheel on the importance of theory: Psychology needs solid theory to scaffold our way from abstract ideas to… https://t.co/lezyJtu3Gi"
"7169","Tom Swanton","UK",2020-08-18,"Excellent panel session on applying #BeSci to the real world, esp in the context of #covid19. Key questions to ponder... (1/7)"
"7170","Tamaya","UK",2020-08-18,".@marksandspencer You should be ashamed promoting face masks on your website, esp for children age 3yr+, last I saw… https://t.co/UpWyky0QYa"
"7171","Frank '99.97% Covid19 survivable'","UK",2020-08-18,"@Reuters So called 'nationalism' is now weaponised language used by the media to label those who rightfully questio… https://t.co/rnj1TPt9Eg"
"7172","SavetheChildren News","UK",2020-08-18,"As the global battle against #COVID19 continues, securing access to essential medicines for the most marginalised h… https://t.co/2ChW1Pir8O"
"7173","Travel Insurance Saver","UK",2020-08-18,"We’ve got you covered if you test positive for COVID-19 and have to cancel your holiday https://t.co/iOFtHSXJ6Z… https://t.co/J6xHj9iQJ4"
"7174","MIDAS Manchester","UK",2020-08-18,"📢 Last chance to register for City Football Group's innovation programme with European football bodies including… https://t.co/2Y6u1mfFpH"
"7175","Steve R-H","UK",2020-08-18,"As this polling shows, there's appetite for, and debate still not really being had about, increased outer London co… https://t.co/lf8ptQcryb"
"7176","Richil Cheng","UK",2020-08-18,"""The corona crisis provides opportunities for accelerating the creation of a green, resilient economy."" This is a w… https://t.co/VMYqHEbs1K"
"7177","Dr Sarah Kyambi","UK",2020-08-18,"It's getting to that time where these #covid19 impacts on #migrants will be increasingly evidenced, but what will b… https://t.co/Zzu8dfR0HX"
"7178","Nerdy Rodent 💻🌌","UK",2020-08-18,"Hear. Have some good news for a change. "
"7179","Marios Gooner","UK",2020-08-18,"They've been like this for weeks now. More bullshit from cock. "
"7180","Sarah Hodge","UK",2020-08-18,"Great work at BSUH!

https://t.co/FVWaW6tU6E

#COVID19Papers #SARSCoV2 #medRxiv #properPPE #COVID19 #PPE @BSUHgas @BSUH_NHS"
"7181","Homeless Project Scotland","UK",2020-08-18,"Please Reetweet!!! 
Thank You ♥️ to @Morrisons Baillieston for there wonderful donation of food🍲, Pasta, Milk🥛, etc… https://t.co/C61vXZGWvr"
"7182","Sussex Psychology","UK",2020-08-18,"Neighbours support each other during #Covid19 pandemic. 
A new blog post by @SelinTekinGuven 
https://t.co/xpgFFz9ODd"
"7183","Jameel Institute (J-IDEA)","UK",2020-08-18,"WEEKLY UPDATE: #COVID19 #covid19science 

Read full report here:
➡️https://t.co/My6Rd9hXSq…

Short-term forecasts o… https://t.co/MyuddZPFJR"
"7184","Matthew's Friends","UK",2020-08-18,"Get tips on managing a medical Ketogenic Diet during the Coronavirus pandemic

See our factsheet on our website, ju… https://t.co/uAHCFJ1s5F"
"7185","Ray Knight Casting","UK",2020-08-18,"BBC Welcomes Back Small Studio Audiences    - https://t.co/iStzxzkY2h   - -   - -  "
"7186","ThomasHCole","UK",2020-08-18,"Taking the latest world population estimate being at 7.8bn people, we are slowing reaching a point where the number… https://t.co/792gLxxTeH"
"7187","Baz","UK",2020-08-18,"@fact_covid They don’t want everyone to know that!  Everything is Covid related these days! Old age, cancer, heart… https://t.co/IQjPb0P52D"
